ID,Name,photoUrl,Nationality,Age,OVA,POT,Club,Height,Weight,Preferred Foot,Best Position,Value ( € ),Wage ( € ),Release Clause ( € ),Skill,Movement,Power,Mentality,Composure,PAC,SHO,PAS,DRI,DEF,PHY
188541,P. Schiattarella,https://cdn.sofifa.com/players/188/541/21_60.png,Italy,33,71,71,Benevento,178,73,Right,CAM,1200000,12000,2500000,342,368,338,331,69,77,64,71,73,61,69
240963,J. García,https://cdn.sofifa.com/players/240/963/21_60.png,Argentina,27,71,72,Unión de Santa Fe,181,82,Right,ST,2200000,10000,4400000,253,354,376,281,59,76,71,47,65,35,77
201342,F. Sørensen,https://cdn.sofifa.com/players/201/342/21_60.png,Denmark,28,71,73,1. FC Köln,194,88,Right,CB,1900000,16000,4500000,263,262,314,281,70,55,33,61,60,71,76
164471,Xisco,https://cdn.sofifa.com/players/164/471/21_60.png,Spain,34,71,71,Peñarol,183,82,Right,ST,900000,950,2600000,283,245,368,308,60,32,75,52,63,33,81
215927,R. Emond,https://cdn.sofifa.com/players/215/927/21_60.png,Belgium,28,71,71,FC Nantes,186,73,Right,ST,1900000,18000,4800000,287,318,344,301,77,60,73,55,62,27,66
177782,H. Özmert,https://cdn.sofifa.com/players/177/782/21_60.png,Turkey,35,71,71,Antalyaspor,183,80,Right,CM,750000,9000,2000000,360,286,351,343,72,44,67,73,67,66,72
232310,Maurício,https://cdn.sofifa.com/players/232/310/21_60.png,Brazil,28,71,72,Portimonense SC,183,82,Right,CB,1800000,8000,0,271,277,342,259,63,62,43,54,51,70,78
189491,O. ?ahan,https://cdn.sofifa.com/players/189/491/21_60.png,Turkey,33,71,71,Yeni Malatyaspor,179,71,Right,LM,1200000,10000,2800000,347,357,324,336,69,73,69,68,73,59,65
198489,J. McClean,https://cdn.sofifa.com/players/198/489/21_60.png,Republic of Ireland,31,71,71,Stoke City,180,70,Left,LW,1600000,20000,4000000,345,363,348,343,65,72,66,69,73,58,76
223283,F. Diedhiou,https://cdn.sofifa.com/players/223/283/21_60.png,Senegal,27,71,72,Bristol City,189,80,Right,ST,2200000,29000,5500000,256,299,345,285,63,59,70,47,66,32,74
184472,M. Olsson,https://cdn.sofifa.com/players/184/472/21_60.png,Sweden,32,71,71,Helsingborgs IF,178,81,Left,LB,1300000,2000,1900000,328,358,355,318,72,75,62,66,69,68,71
244863,Y. Benrahou,https://cdn.sofifa.com/players/244/863/21_60.png,Morocco,21,71,80,Nîmes Olympique,170,68,Left,CAM,4200000,11000,8100000,357,376,303,272,65,70,64,70,76,41,51
234624,B. Dibassy,https://cdn.sofifa.com/players/234/624/21_60.png,Mali,30,71,71,Minnesota United FC,183,74,Left,CB,1500000,5000,2900000,283,342,357,287,64,71,54,61,67,71,76
239744,M. Cuisance,https://cdn.sofifa.com/players/239/744/21_60.png,France,20,71,82,Olympique de Marseille,181,74,Left,CAM,4100000,27000,0,382,366,325,303,62,71,67,77,75,53,54
183936,M. Donald,https://cdn.sofifa.com/players/183/936/21_60.png,Netherlands,31,71,71,BB Erzurumspor,183,75,Right,CDM,1600000,10000,4100000,323,330,381,335,66,70,67,67,71,68,81
208769,W. Vaulks,https://cdn.sofifa.com/players/208/769/21_60.png,Wales,26,71,73,Cardiff City,180,75,Right,CDM,2100000,17000,5100000,296,313,377,328,65,57,62,64,64,70,77
240257,C. Traoré,https://cdn.sofifa.com/players/240/257/21_60.png,Mali,25,71,75,Racing Club de Lens,174,78,Right,RB,2400000,21000,5600000,302,354,317,278,66,74,46,62,71,67,68
230019,V. Nsimba,https://cdn.sofifa.com/players/230/019/21_60.png,DR Congo,26,71,72,Clermont Foot 63,167,67,Left,LB,2000000,5000,4400000,305,408,351,319,57,84,60,64,71,65,65
239491,J. Álvarez,https://cdn.sofifa.com/players/239/491/21_60.png,Argentina,24,71,77,Club Atlético Banfield,176,72,Right,RM,3000000,9000,5400000,304,364,307,275,64,77,61,65,73,38,62
181123,T. Ho?ava,https://cdn.sofifa.com/players/181/123/21_60.png,Czech Republic,32,71,71,Viktoria Plze?,182,68,Right,CM,1500000,750,4000000,345,338,333,330,78,63,65,71,73,58,63
231044,J. Aribo,https://cdn.sofifa.com/players/231/044/21_60.png,Nigeria,23,71,78,Rangers FC,183,76,Left,CAM,3700000,27000,6600000,346,383,327,313,68,82,63,70,76,60,66
201093,N. Powell,https://cdn.sofifa.com/players/201/093/21_60.png,England,26,71,74,Stoke City,183,65,Right,CAM,2400000,18000,5700000,330,350,339,310,74,67,70,66,72,48,65
223877,D. Furlong,https://cdn.sofifa.com/players/223/877/21_60.png,England,24,71,76,West Bromwich Albion,183,75,Right,RB,2600000,35000,5800000,280,352,280,304,63,74,36,59,69,69,67
230278,Carleto Costinha,https://cdn.sofifa.com/players/230/278/21_60.png,Brazil,28,71,71,Fluminense,175,69,Right,RM,1900000,16000,4600000,352,385,287,303,73,82,63,71,73,38,54
231056,S. Marinovi?,https://cdn.sofifa.com/players/231/056/21_60.png,New Zealand,28,71,73,Wellington Phoenix,191,95,Right,GK,1600000,3000,2800000,98,268,239,105,45,73,66,60,77,51,65
234640,B. Jatta,https://cdn.sofifa.com/players/234/640/21_60.png,Gambia,22,71,79,Hamburger SV,184,79,Right,RM,4200000,10000,6300000,297,377,361,290,64,88,69,64,69,35,76
236944,F. Diabaté,https://cdn.sofifa.com/players/236/944/21_60.png,Mali,24,71,75,Trabzonspor,175,60,Left,LM,2700000,17000,6400000,289,376,277,251,57,76,66,61,76,23,43
165526,G. Paletta,https://cdn.sofifa.com/players/165/526/21_60.png,Italy,34,71,71,AC Monza,190,80,Right,CB,600000,3000,1400000,241,211,339,233,74,36,33,41,48,72,81
198039,M. Gillespie,https://cdn.sofifa.com/players/198/039/21_60.png,England,28,71,74,Newcastle United,192,88,Right,GK,1700000,19000,4100000,108,218,237,124,56,74,68,66,73,35,72
210583,M. Stendera,https://cdn.sofifa.com/players/210/583/21_60.png,Germany,24,71,76,FC Ingolstadt 04,173,73,Right,CAM,2800000,6000,4700000,373,322,334,321,67,44,70,72,75,57,65
225151,A. Traoré,https://cdn.sofifa.com/players/225/151/21_60.png,Mali,25,71,74,Hatayspor,180,72,Left,CAM,2500000,10000,6100000,367,351,338,329,70,76,62,73,73,60,68
210303,D. Linsmayer,https://cdn.sofifa.com/players/210/303/21_60.png,Germany,28,71,71,SV Sandhausen,182,79,Left,CDM,1600000,6000,3400000,293,318,358,294,66,61,51,64,63,69,75
232898,T. Morishima,https://cdn.sofifa.com/players/232/898/21_60.png,Japan,23,71,76,Sanfrecce Hiroshima,175,66,Right,CAM,2900000,8000,4200000,351,367,328,306,66,76,67,72,71,39,60
240526,M. Fouzair,https://cdn.sofifa.com/players/240/526/21_60.png,Morocco,28,71,71,Al Raed,168,69,Right,RM,1900000,14000,4000000,353,384,295,262,63,82,61,66,75,28,60
205194,Ewerton,https://cdn.sofifa.com/players/205/194/21_60.png,Brazil,31,71,71,FC Würzburger Kickers,188,89,Left,CB,1300000,11000,2800000,252,257,298,278,71,32,37,58,58,72,70
211338,A. Chumacero,https://cdn.sofifa.com/players/211/338/21_60.png,Bolivia,29,71,71,Puebla FC,164,63,Right,CM,1800000,7000,3900000,345,371,362,347,74,69,67,70,72,63,71
171146,R. M'Bolhi,https://cdn.sofifa.com/players/171/146/21_60.png,Algeria,34,71,71,Ettifaq FC,188,83,Right,GK,325000,14000,1700000,94,291,259,138,68,71,67,65,77,48,67
3467,Yuri,https://cdn.sofifa.com/players/003/467/21_60.png,Brazil,37,71,71,SD Ponferradina,186,78,Right,ST,650000,6000,1300000,318,325,349,296,71,66,74,59,69,35,69
182411,Yu Hanchao,https://cdn.sofifa.com/players/182/411/21_60.png,China PR,33,71,71,Shanghai Greenland Shenhua FC,179,70,Right,LM,1200000,11000,2200000,333,358,321,300,71,74,63,70,71,37,64
193182,W. Foderingham,https://cdn.sofifa.com/players/193/182/21_60.png,England,29,71,71,Sheffield United,185,75,Left,GK,1300000,17000,3200000,108,259,229,142,53,71,69,68,72,43,70
229260,K. Bua,https://cdn.sofifa.com/players/229/260/21_60.png,Switzerland,26,71,71,CD Leganés,180,75,Right,LM,2000000,9000,4000000,319,380,324,266,69,83,64,65,73,38,63
152718,Ricardo Vaz Tê,https://cdn.sofifa.com/players/152/718/21_60.png,Portugal,33,71,71,Portimonense SC,188,80,Right,ST,1200000,7000,3200000,320,347,360,318,67,74,71,64,69,42,72
243854,M. Simakan,https://cdn.sofifa.com/players/243/854/21_60.png,France,20,71,82,RC Strasbourg Alsace,187,82,Right,CB,3800000,12000,8400000,255,280,297,254,71,62,34,53,58,73,72
206463,J. Dudziak,https://cdn.sofifa.com/players/206/463/21_60.png,Tunisia,24,71,76,Hamburger SV,176,70,Left,LM,2800000,9000,5200000,354,394,342,339,67,78,61,71,76,67,67
244110,Jesús Jiménez,https://cdn.sofifa.com/players/244/110/21_60.png,Spain,26,71,72,Górnik Zabrze,182,80,Right,LM,2200000,5000,4000000,308,372,334,266,70,76,63,65,72,37,65
193422,T. Børven,https://cdn.sofifa.com/players/193/422/21_60.png,Norway,28,71,71,MKE Ankaragücü,185,72,Right,ST,1900000,19000,4800000,303,351,372,259,66,71,71,58,68,33,69
224655,Rafael Defendi,https://cdn.sofifa.com/players/224/655/21_60.png,Brazil,36,71,71,Farense,191,88,Right,GK,210000,3000,820000,85,201,222,141,51,68,70,69,71,34,73
225680,A. Mina,https://cdn.sofifa.com/players/225/680/21_60.png,Ecuador,29,71,71,BB Erzurumspor,190,84,Right,CB,1600000,10000,3900000,233,238,309,266,55,48,36,53,51,70,77
200841,C. Jenkinson,https://cdn.sofifa.com/players/200/841/21_60.png,England,28,71,71,Nottingham Forest,185,77,Right,RB,1700000,29000,3800000,311,336,308,307,62,68,50,65,67,69,67
229255,Charles,https://cdn.sofifa.com/players/229/255/21_60.png,Brazil,26,71,74,Clube Sport Marítimo,186,79,Right,GK,1900000,6000,4600000,94,212,207,121,37,72,66,60,74,30,70
178566,J. García,https://cdn.sofifa.com/players/178/566/21_60.png,Argentina,33,71,71,Boca Juniors,182,78,Right,GK,600000,8000,1800000,64,213,205,123,32,72,68,74,74,35,70
178310,S. Iacoponi,https://cdn.sofifa.com/players/178/310/21_60.png,Italy,33,71,71,Parma,180,73,Right,RB,900000,18000,2000000,205,363,287,255,61,76,32,49,54,75,72
203928,R. Fernández,https://cdn.sofifa.com/players/203/928/21_60.png,Peru,34,71,71,Deportivo Binacional,185,84,Left,GK,325000,500,2200000,96,256,206,105,59,71,69,60,75,50,68
200601,Yoon Bit Garam,https://cdn.sofifa.com/players/200/601/21_60.png,Korea Republic,30,71,71,Ulsan Hyundai FC,178,75,Right,CM,1800000,6000,2900000,347,359,359,340,68,72,67,72,68,58,71
233097,R. van Drongelen,https://cdn.sofifa.com/players/233/097/21_60.png,Netherlands,21,71,81,Hamburger SV,185,81,Left,CB,3900000,7000,6300000,266,295,280,270,56,61,25,58,53,71,77
164505,B. Guzan,https://cdn.sofifa.com/players/164/505/21_60.png,United States,35,71,71,Atlanta United,193,95,Left,GK,210000,3000,975000,102,227,228,152,53,71,68,71,72,37,71
207507,L. James,https://cdn.sofifa.com/players/207/507/21_60.png,Nigeria,27,71,72,Molde FK,188,80,Right,ST,2200000,6000,3900000,264,349,371,254,71,69,70,53,71,29,74
230291,Thiago Alminxa,https://cdn.sofifa.com/players/230/291/21_60.png,Brazil,28,71,71,Coritiba,182,71,Right,RW,1900000,16000,4600000,343,367,323,271,64,82,67,62,73,25,64
240787,H. Traorè,https://cdn.sofifa.com/players/240/787/21_60.png,Ivory Coast,20,71,85,Sassuolo,177,68,Right,CAM,4500000,14000,11600000,350,361,329,294,66,70,66,69,75,56,59
255891,B. Šutalo,https://cdn.sofifa.com/players/255/891/21_60.png,Croatia,20,71,82,Atalanta,188,72,Right,CB,3800000,19000,7200000,207,333,266,253,55,64,31,51,54,74,66
139668,F. Marchetti,https://cdn.sofifa.com/players/139/668/21_60.png,Italy,37,71,71,Genoa,188,83,Left,GK,210000,5000,432000,92,291,239,137,64,68,70,64,70,52,70
211348,S. Dimitrievski,https://cdn.sofifa.com/players/211/348/21_60.png,North Macedonia,26,71,75,Rayo Vallecano,188,81,Right,GK,2000000,4000,3700000,98,222,240,125,53,72,70,68,70,37,74
216468,J. Añor,https://cdn.sofifa.com/players/216/468/21_60.png,Venezuela,26,71,72,No Club,176,67,Left,CAM,0,0,0,359,347,332,291,68,68,69,72,71,43,57
246420,J. Doku,https://cdn.sofifa.com/players/246/420/21_60.png,Belgium,18,71,88,Stade Rennais FC,171,60,Right,RW,4800000,11000,12400000,291,433,331,235,60,93,59,58,79,26,62
237973,K. Kuchaev,https://cdn.sofifa.com/players/237/973/21_60.png,Russia,22,71,78,PFC CSKA Moscow,182,74,Right,RM,3800000,22000,5900000,315,359,287,303,65,78,58,67,70,55,60
242069,J. Sierra,https://cdn.sofifa.com/players/242/069/21_60.png,Ecuador,23,71,78,Tigres U.A.N.L.,169,62,Right,CM,3700000,23000,5900000,316,373,337,337,70,74,65,68,70,64,68
228802,D. Zhivoglyadov,https://cdn.sofifa.com/players/228/802/21_60.png,Russia,26,71,74,Lokomotiv Moscow,178,65,Right,RB,2300000,25000,4400000,310,362,311,279,63,76,51,61,69,69,66
141286,K. Vadócz,https://cdn.sofifa.com/players/141/286/21_60.png,Hungary,35,71,71,Peñarol,189,88,Right,CDM,525000,550,1700000,319,260,380,337,66,46,68,67,62,66,79
230340,Luisinho Conradi,https://cdn.sofifa.com/players/230/340/21_60.png,Brazil,20,71,71,Atlético Mineiro,174,78,Left,LB,1900000,14000,4400000,344,356,334,303,65,69,56,66,75,68,71
177390,H. Medunjanin,https://cdn.sofifa.com/players/177/390/21_60.png,Bosnia Herzegovina,35,71,71,FC Cincinnati,188,76,Left,CM,525000,4000,1100000,380,288,354,348,74,56,69,75,70,62,68
227562,L. Haraslín,https://cdn.sofifa.com/players/227/562/21_60.png,Slovakia,24,71,76,Sassuolo,182,75,Right,RM,2800000,17000,5700000,332,394,333,262,65,79,62,66,74,40,61
246762,S. Koita,https://cdn.sofifa.com/players/246/762/21_60.png,Mali,20,71,82,FC Red Bull Salzburg,173,70,Left,ST,4100000,14000,7000000,317,412,357,277,69,87,72,57,75,28,66
200683,O. Rashid,https://cdn.sofifa.com/players/200/683/21_60.png,Iraq,28,71,71,Santa Clara,178,68,Right,CM,1900000,5000,5000000,373,359,337,331,79,69,65,72,73,56,64
210923,M. Al Owais,https://cdn.sofifa.com/players/210/923/21_60.png,Saudi Arabia,28,71,72,Al Ahli,187,79,Left,GK,1500000,18000,3600000,89,258,233,136,57,71,72,67,70,47,71
221931,P. Žulj,https://cdn.sofifa.com/players/221/931/21_60.png,Austria,27,71,72,RSC Anderlecht,185,80,Left,CM,2100000,14000,4300000,361,299,341,336,69,53,69,72,71,67,66
192658,S. Jung,https://cdn.sofifa.com/players/192/658/21_60.png,Germany,30,71,71,Karlsruher SC,179,72,Right,RB,1600000,8000,2900000,324,343,326,299,74,65,51,68,70,70,66
193425,H. Behrens,https://cdn.sofifa.com/players/193/425/21_60.png,Germany,30,71,71,1. FC Nürnberg,188,82,Right,CB,1800000,9000,3500000,296,312,409,342,67,56,70,64,68,72,81
247185,A. Palaversa,https://cdn.sofifa.com/players/247/185/21_60.png,Croatia,20,71,83,Getafe CF,187,79,Right,CDM,4500000,43000,0,322,312,342,338,75,63,59,70,70,70,71
220829,E. Torregrossa,https://cdn.sofifa.com/players/220/829/21_60.png,Italy,28,71,71,Brescia,184,87,Left,ST,1900000,25000,4300000,291,349,378,269,68,73,70,55,66,28,73
241049,Gorosabel,https://cdn.sofifa.com/players/241/049/21_60.png,Spain,23,71,77,Real Sociedad,174,70,Right,RB,2800000,13000,6700000,277,335,272,250,54,65,41,57,64,71,63
198554,A. Ujah,https://cdn.sofifa.com/players/198/554/21_60.png,Nigeria,29,71,71,1. FC Union Berlin,180,81,Right,ST,1900000,21000,4300000,289,338,378,290,72,66,71,55,69,33,71
217242,Y. Kubo,https://cdn.sofifa.com/players/217/242/21_60.png,Japan,26,71,72,FC Cincinnati,178,73,Right,CAM,2200000,6000,4300000,351,380,341,280,66,75,66,67,76,43,57
220058,D. Phillips,https://cdn.sofifa.com/players/220/058/21_60.png,England,25,71,76,Charlton Athletic,188,75,Right,GK,2200000,5000,4200000,105,243,212,86,46,72,67,62,72,45,70
230298,Walter Silvieiro,https://cdn.sofifa.com/players/230/298/21_60.png,Brazil,28,71,71,Atlético Clube Goianiense,179,70,Right,ST,1900000,11000,4600000,310,332,348,322,66,72,76,61,64,36,62
192922,O. Jiménez,https://cdn.sofifa.com/players/192/922/21_60.png,Mexico,31,71,71,Club América,182,80,Right,GK,1000000,17000,2600000,108,223,228,103,52,73,69,68,72,33,71
229276,P. Bartolomei,https://cdn.sofifa.com/players/229/276/21_60.png,Italy,30,71,71,Spezia,183,76,Right,CM,1800000,13000,4800000,351,352,347,305,67,77,65,71,72,61,70
253340,E. Mera,https://cdn.sofifa.com/players/253/340/21_60.png,Ecuador,35,71,71,Independiente del Valle,166,67,Right,CAM,775000,500,2200000,349,368,336,312,66,66,70,65,76,50,64
183453,P. Oniangué,https://cdn.sofifa.com/players/183/453/21_60.png,Congo,31,71,71,Stade Malherbe Caen,190,78,Right,CB,1300000,6000,3200000,332,303,403,326,68,61,68,64,66,69,83
232593,M. Suzuki,https://cdn.sofifa.com/players/232/593/21_60.png,Japan,26,71,73,Beerschot AC,185,74,Right,ST,2400000,9000,4400000,271,349,332,241,57,78,70,56,70,18,63
230302,Josué da Feira,https://cdn.sofifa.com/players/230/302/21_60.png,Brazil,28,71,71,Goiás,177,71,Right,ST,1900000,11000,4600000,329,350,349,257,71,67,74,60,71,29,60
190870,J. Boye,https://cdn.sofifa.com/players/190/870/21_60.png,Ghana,33,71,71,FC Metz,185,72,Right,CB,900000,11000,2200000,214,327,293,257,55,67,33,47,57,71,76
184469,H. Arter,https://cdn.sofifa.com/players/184/469/21_60.png,Republic of Ireland,30,71,71,Nottingham Forest,176,70,Left,CDM,1600000,27000,3800000,345,331,354,349,73,59,69,69,69,66,71
208017,I. Santini,https://cdn.sofifa.com/players/208/017/21_60.png,Croatia,31,71,71,Jiangsu Suning FC,190,90,Right,ST,1600000,15000,3300000,272,239,384,338,65,42,76,53,58,40,85
113045,M. Pinilla,https://cdn.sofifa.com/players/113/045/21_60.png,Chile,36,71,71,Coquimbo Unido,187,83,Right,ST,650000,2000,1100000,303,282,381,309,72,54,74,55,63,32,76
210321,R. Quioto,https://cdn.sofifa.com/players/210/321/21_60.png,Honduras,28,71,71,Montreal Impact,180,78,Right,LM,1900000,6000,3500000,338,373,354,308,70,78,66,67,72,26,72
212369,Eduardo,https://cdn.sofifa.com/players/212/369/21_60.png,Brazil,27,71,72,SC Braga,178,74,Left,CAM,2100000,10000,5600000,359,336,314,317,70,62,67,73,74,57,56
223633,L. Paqarada,https://cdn.sofifa.com/players/223/633/21_60.png,Kosovo,25,71,74,FC St. Pauli,184,76,Left,LWB,2300000,11000,4200000,354,360,313,287,65,76,45,68,69,66,67
234889,F. Jensen,https://cdn.sofifa.com/players/234/889/21_60.png,Finland,22,71,78,FC Augsburg,183,80,Right,CAM,3800000,15000,6600000,314,340,350,292,72,69,68,67,74,51,70
225673,K. Adams Nuhu,https://cdn.sofifa.com/players/225/673/21_60.png,Ghana,25,71,74,TSG 1899 Hoffenheim,190,83,Right,CB,2200000,18000,4800000,256,297,336,270,70,65,42,55,56,69,81
158956,J. Barroso,https://cdn.sofifa.com/players/158/956/21_60.png,Argentina,35,71,71,Colo-Colo,175,71,Right,CB,500000,4000,1000000,252,343,365,298,72,64,47,58,55,72,75
229294,A. Zhirov,https://cdn.sofifa.com/players/229/294/21_60.png,Russia,29,71,71,SV Sandhausen,193,89,Left,CB,1600000,6000,3200000,190,238,282,256,65,51,30,42,41,72,79
221600,M. Clarke,https://cdn.sofifa.com/players/221/600/21_60.png,England,23,71,79,Derby County,185,83,Left,CB,3900000,25000,0,257,283,322,285,74,53,37,55,62,70,81
220064,C. Aboagye,https://cdn.sofifa.com/players/220/064/21_60.png,Ghana,25,71,76,Club Tijuana,165,55,Right,CAM,2700000,13000,5500000,361,399,269,311,65,76,59,74,77,52,47
223136,Y. Erdo?an,https://cdn.sofifa.com/players/223/136/21_60.png,Turkey,27,71,71,Kasimpa?a SK,171,68,Left,LM,2000000,10000,5000000,353,415,356,298,62,88,68,62,75,59,65
189357,C. Toselli,https://cdn.sofifa.com/players/189/357/21_60.png,Chile,32,71,71,Universidad Católica,183,75,Right,GK,925000,6000,2000000,118,253,263,170,58,69,69,70,72,49,70
252064,L. Krej?í,https://cdn.sofifa.com/players/252/064/21_60.png,Czech Republic,21,71,78,Sparta Praha,190,86,Left,CB,3600000,500,7400000,303,317,340,312,67,64,56,61,64,70,79
205985,I. Kiese Thelin,https://cdn.sofifa.com/players/205/985/21_60.png,Sweden,28,71,71,Malmö FF,189,82,Right,ST,1900000,16000,0,275,303,368,327,71,59,69,61,65,37,82
216481,J. Cooper,https://cdn.sofifa.com/players/216/481/21_60.png,England,25,71,75,Millwall,199,85,Left,CB,2300000,9000,5300000,221,271,297,260,51,52,32,47,51,71,76
226721,G. Alcalá,https://cdn.sofifa.com/players/226/721/21_60.png,Mexico,27,71,74,Querétaro,179,74,Right,GK,1800000,6000,3600000,84,304,241,103,43,71,70,62,72,59,73
201122,T. Kalas,https://cdn.sofifa.com/players/201/122/21_60.png,Czech Republic,27,71,74,Bristol City,183,80,Right,CB,2100000,24000,5100000,228,349,354,287,73,72,48,54,63,71,75
224423,M. Wittek,https://cdn.sofifa.com/players/224/423/21_60.png,Germany,24,71,75,Vitesse,173,70,Left,LB,2500000,10000,4300000,350,384,345,283,66,78,62,65,69,65,65
214434,M. Cuero,https://cdn.sofifa.com/players/214/434/21_60.png,Colombia,27,71,71,Club Atlético Banfield,178,83,Right,RM,2000000,10000,3800000,301,385,351,225,58,90,67,62,73,28,62
187298,H. Rodríguez,https://cdn.sofifa.com/players/187/298/21_60.png,Mexico,30,71,71,Santos Laguna,184,79,Right,CB,1500000,15000,3200000,248,269,336,279,68,50,48,52,54,71,78
142499,Aitor Sanz,https://cdn.sofifa.com/players/142/499/21_60.png,Spain,35,71,71,CD Tenerife,181,71,Right,CDM,525000,5000,1200000,347,320,356,339,77,59,61,71,66,66,72
214948,S. Schonlau,https://cdn.sofifa.com/players/214/948/21_60.png,Germany,25,71,75,SC Paderborn 07,185,77,Right,CB,2300000,12000,4500000,242,317,306,275,67,58,41,53,56,73,72
209061,S. Hedlund,https://cdn.sofifa.com/players/209/061/21_60.png,Sweden,27,71,71,Brøndby IF,173,66,Right,RW,2000000,15000,3100000,325,418,326,293,69,91,64,65,75,27,67
244389,Fernando,https://cdn.sofifa.com/players/244/389/21_60.png,Brazil,21,71,83,Shakhtar Donetsk,176,69,Right,CAM,4600000,500,9700000,298,388,263,231,63,86,61,60,77,30,43
204966,Adrián Ortolá,https://cdn.sofifa.com/players/204/966/21_60.png,Spain,26,71,74,CD Tenerife,187,74,Left,GK,1900000,6000,3500000,142,280,242,142,60,70,68,74,73,51,70
239782,B. Acosta,https://cdn.sofifa.com/players/239/782/21_60.png,Honduras,26,71,72,FC Dallas,173,73,Right,CM,2200000,6000,4300000,328,404,399,355,68,83,70,67,68,65,81
213420,B. Islamkhan,https://cdn.sofifa.com/players/213/420/21_60.png,Kazakhstan,27,71,72,Al Ain FC,174,64,Right,CAM,2200000,850,6000000,354,376,320,281,70,74,64,73,73,39,54
202408,A. Flint,https://cdn.sofifa.com/players/202/408/21_60.png,England,30,71,71,Cardiff City,197,83,Right,CB,1500000,17000,3600000,185,224,320,279,58,49,47,41,40,71,81
229793,B. Tetteh,https://cdn.sofifa.com/players/229/793/21_60.png,Ghana,22,71,80,Yeni Malatyaspor,193,91,Right,ST,4200000,10000,8100000,264,346,332,283,62,78,67,53,71,24,73
238759,Alex Pinto,https://cdn.sofifa.com/players/238/759/21_60.png,Portugal,21,71,79,Farense,187,77,Right,RB,4000000,4000,7200000,285,321,329,287,67,74,46,55,65,67,77
220075,M. Kanno,https://cdn.sofifa.com/players/220/075/21_60.png,Saudi Arabia,25,71,76,Al Hilal,191,71,Right,CDM,2500000,20000,5000000,323,340,371,330,67,70,69,68,72,67,76
189234,M. Risse,https://cdn.sofifa.com/players/189/234/21_60.png,Germany,30,71,71,Viktoria Köln,183,75,Right,RM,1800000,17000,0,361,344,356,342,68,67,72,72,70,65,66
230824,Pedro Pereira,https://cdn.sofifa.com/players/230/824/21_60.png,Portugal,22,71,81,Crotone,185,72,Right,RB,4000000,7000,0,289,365,276,305,71,72,39,65,71,69,61
212137,A. Vindheim,https://cdn.sofifa.com/players/212/137/21_60.png,Norway,24,71,76,Sparta Praha,184,78,Right,RB,2600000,500,6400000,310,371,318,310,66,83,54,63,68,64,69
221865,A. Gomaa,https://cdn.sofifa.com/players/221/865/21_60.png,Egypt,24,71,75,No Club,168,64,Left,LB,0,0,0,314,403,350,311,55,85,60,62,72,63,67
227497,M. Fraisl,https://cdn.sofifa.com/players/227/497/21_60.png,Austria,27,71,73,SV Sandhausen,187,79,Right,GK,1700000,5000,3400000,109,238,214,113,24,73,68,64,73,41,69
142762,J. Bottinelli,https://cdn.sofifa.com/players/142/762/21_60.png,Argentina,35,71,71,Rosario Central,180,79,Left,CB,500000,7000,1100000,269,246,268,309,72,34,38,61,60,70,69
212138,P. Frankowski,https://cdn.sofifa.com/players/212/138/21_60.png,Poland,25,71,74,Chicago Fire,175,68,Right,RM,2500000,6000,4700000,311,397,335,283,61,92,61,66,68,48,68
200108,N. Boilesen,https://cdn.sofifa.com/players/200/108/21_60.png,Denmark,28,71,71,FC København,186,75,Left,LB,1700000,13000,2600000,303,346,323,308,65,71,51,65,68,70,66
222634,I. Success,https://cdn.sofifa.com/players/222/634/21_60.png,Nigeria,24,71,77,Watford,182,90,Right,ST,3000000,12000,6600000,318,344,344,267,63,73,68,65,75,35,64
204451,K. Günter,https://cdn.sofifa.com/players/204/451/21_60.png,Germany,25,71,76,Hellas Verona,184,79,Right,CB,2500000,15000,5300000,240,316,288,266,60,65,31,56,60,71,70
223402,E. Ta?demir,https://cdn.sofifa.com/players/223/402/21_60.png,Turkey,24,71,75,Galatasaray SK,176,70,Left,LWB,2500000,28000,5300000,351,392,317,306,66,84,59,65,73,67,60
169386,S. Floccari,https://cdn.sofifa.com/players/169/386/21_60.png,Italy,38,71,71,SPAL,180,79,Right,ST,650000,18000,1500000,318,307,322,277,76,53,73,61,71,27,54
230315,Ailton Cardenhas,https://cdn.sofifa.com/players/230/315/21_60.png,Brazil,20,71,71,Santos,193,84,Right,GK,1600000,8000,3400000,84,156,186,131,52,71,72,72,72,24,76
170923,A. Eschenko,https://cdn.sofifa.com/players/170/923/21_60.png,Russia,36,71,71,Spartak Moscow,176,74,Right,RB,425000,20000,680000,296,364,295,337,74,67,57,66,65,68,69
238507,Fernando Fonseca,https://cdn.sofifa.com/players/238/507/21_60.png,Portugal,23,71,79,FC Paços de Ferreira,182,75,Right,RB,4000000,5000,7100000,289,337,304,309,60,70,41,61,68,68,71
243627,Y. Adli,https://cdn.sofifa.com/players/243/627/21_60.png,France,19,71,81,FC Girondins de Bordeaux,186,75,Right,CAM,4000000,11000,8100000,363,323,332,315,72,65,67,72,73,58,64
183211,M. Škoda,https://cdn.sofifa.com/players/183/211/21_60.png,Czech Republic,34,71,71,Çaykur Rizespor,190,86,Right,ST,900000,11000,2400000,294,276,344,334,74,55,71,61,66,48,75
